Registration Number,Name,CGPA,Projects,Internships,Courses,No_of_Certs,Certifications,LeetCode Score,Placement Status,Company Portfolio,10th Grade Percentage,12th Grade Percentage,CTC,IQ,Gender,Skills,Skill Score
20CSE0194,Jennifer Henson,6.19,6,"['ML Engineer', 'Software Engineer']",['CSC Frontend'],1,6,395,Not Placed,None,64,93,25 LPA,148,Male,"['Python', 'Java', 'Web Development']",2
20EEE0217,Pamela Zamora,6.89,7,['Robotics'],"['Chip Design', 'System Design']",2,1,370,Not Placed,None,72,86,30 LPA,111,Male,"['Machine Learning', 'Database Management', 'C++', 'Data Analysis']",2
20CSE0164,Charles Taylor,9.7,9,"['Chip Design', 'Business Management']","['Cloud Engineer', 'VLSI', 'CSC Frontend', 'CSC Backend']",4,9,386,Placed,SUPER DREAM,93,71,90 LPA,130,Male,['Data Analysis'],4
20CSE0211,William Jackson,6.94,2,"['UI Design', 'Hardware Engineer', 'Chip Design']","['System Design', 'ML Engineer', 'Cloud Engineer', 'CSC Backend']",4,1,259,Placed,REGULAR,77,85,20 LPA,103,Male,['Java'],3
20EEE0107,Joanne Henderson,6.21,10,['ML/AI'],"['VLSI', 'CSC Frontend', 'Chip Design']",3,7,366,Not Placed,None,79,97,40 LPA,81,Female,"['Web Development', 'Python', 'C++']",5
20EEE0035,Xavier Haynes,7.86,10,"['Chip Design', 'Software Engineer']","['Cloud Engineer', 'VLSI', 'CSC Frontend', 'VLSI']",4,0,64,Not Placed,None,79,74,6 LPA,99,Male,['Database Management'],10
20EEE0147,Sarah Smith,6.55,4,['ML Engineer'],"['ML Engineer', 'VLSI', 'VLSI']",3,8,269,Not Placed,None,63,99,10 LPA,99,Male,"['Web Development', 'Python', 'Database Management', 'Java', 'Data Analysis']",5
20CSE0018,Jackson Young,6.61,8,['UI Design'],"['Cloud Engineer', 'System Design', 'Cloud Engineer', 'VLSI']",4,0,154,Not Placed,None,94,99,20 LPA,131,Female,"['C++', 'Machine Learning', 'Python', 'Web Development', 'Java']",7
20ECE0046,Timothy Castro,6.8,4,['Cloud Engineer'],"['CSC Backend', 'Chip Design', 'ML Engineer', 'CSC Frontend']",4,6,226,Not Placed,None,71,61,70 LPA,81,Male,"['Database Management', 'Web Development', 'Machine Learning', 'Communication']",7
20ECE0035,Alyssa Santana,7.09,5,"['Chip Design', 'System Design']","['System Design', 'CSC Backend']",2,9,465,Not Placed,None,73,68,60 LPA,121,Male,['Communication'],10
20EEE0285,Kenneth Myers,7.51,4,['Robotics'],"['CSC Backend', 'ML Engineer', 'ML Engineer']",3,10,394,Not Placed,None,68,88,25 LPA,131,Male,"['Machine Learning', 'Web Development', 'Communication', 'Database Management', 'Python']",9
20EEE0119,Andrea Zhang,8.18,6,['Robotics'],"['VLSI', 'ML Engineer', 'CSC Frontend', 'Cloud Engineer']",4,1,15,Not Placed,None,75,87,6 LPA,149,Male,['Java'],8
20EEE0053,David Smith,6.83,7,"['ML/AI', 'ML/AI']",['ML Engineer'],1,8,122,Not Placed,None,98,63,30 LPA,109,Male,"['Communication', 'Machine Learning', 'Database Management']",9
20ECE0146,Steven Owens,7.8,1,['System Design'],['Cloud Engineer'],1,8,40,Not Placed,None,72,81,60 LPA,81,Female,"['Machine Learning', 'Communication']",4
20EEE0129,Alexa Richardson,7.24,4,"['Business Management', 'Hardware Engineer', 'Chip Design']","['Chip Design', 'Chip Design', 'Cloud Engineer']",3,3,286,Placed,SUPER DREAM,67,70,10 LPA,125,Female,['Machine Learning'],6
20CSE0096,Sarah Frank,9.6,5,['Software Engineer'],['Chip Design'],1,1,463,Not Placed,None,82,92,30 LPA,84,Male,"['Python', 'Machine Learning', 'Web Development']",2
20ECE0172,Keith Steele,9.58,6,"['Cloud Engineer', 'Hardware Engineer', 'ML/AI']","['VLSI', 'VLSI', 'Cloud Engineer']",3,5,18,Not Placed,None,72,71,90 LPA,137,Female,"['Data Analysis', 'Web Development']",5
20CSE0263,Thomas Gilbert,8.67,9,"['Business Management', 'Cloud Engineer', 'Software Engineer']","['ML Engineer', 'CSC Backend', 'System Design', 'System Design']",4,0,243,Placed,SUPER DREAM,98,60,1 CR LPA,82,Female,"['Communication', 'Java']",1
20CSE0215,Stephen Brady,6.25,4,"['Business Management', 'ML/AI']",['Cloud Engineer'],1,0,433,Not Placed,None,89,68,10 LPA,120,Male,"['Web Development', 'Java']",9
20CSE0156,Sarah Carroll,8.32,2,['Chip Design'],['Chip Design'],1,3,121,Not Placed,None,84,83,20 LPA,149,Female,"['C++', 'Machine Learning']",7
20ECE0284,Sarah White,6.16,9,"['Hardware Engineer', 'ML Engineer']","['CSC Backend', 'Chip Design', 'ML Engineer']",3,2,267,Not Placed,None,100,60,10 LPA,102,Male,['C++'],7
20EEE0170,Scott Oliver,6.87,3,['UI Design'],"['Chip Design', 'System Design', 'VLSI', 'Chip Design']",4,3,480,Not Placed,None,81,62,50 LPA,96,Female,"['Database Management', 'Web Development', 'Communication', 'Machine Learning', 'Java']",5
20EEE0320,Randy Tate,6.21,3,"['UI Design', 'Chip Design']","['CSC Backend', 'CSC Frontend', 'ML Engineer', 'VLSI']",4,1,92,Not Placed,None,74,82,8 LPA,139,Female,['Machine Learning'],5
20ECE0278,Bryan Mendoza,8.43,1,"['System Design', 'Business Management', 'UI Design']",['Cloud Engineer'],1,0,164,Not Placed,None,93,78,30 LPA,84,Female,"['C++', 'Web Development', 'Python']",9
20EEE0180,Joshua Walton,8.04,1,['ML/AI'],['ML Engineer'],1,10,215,Placed,REGULAR,97,87,1 CR LPA,92,Female,"['Java', 'Machine Learning', 'Web Development', 'C++', 'Python']",7
20CSE0258,Leah May,9.7,10,"['Hardware Engineer', 'Hardware Engineer', 'ML Engineer']",['CSC Frontend'],1,3,340,Placed,REGULAR,94,65,40 LPA,98,Male,"['Machine Learning', 'C++', 'Java', 'Database Management']",3
20EEE0024,Cathy Young,6.14,8,['Robotics'],"['CSC Backend', 'System Design']",2,3,297,Not Placed,None,63,85,4 LPA,125,Female,"['Database Management', 'Java', 'Web Development', 'Python']",5
20CSE0095,Alexis Bowman,8.57,5,"['UI Design', 'ML Engineer']","['CSC Frontend', 'ML Engineer', 'Cloud Engineer', 'ML Engineer']",4,8,127,Not Placed,None,73,66,30 LPA,84,Female,"['Data Analysis', 'Python', 'C++', 'Web Development']",10
20ECE0152,Mark Curtis,9.39,2,"['Robotics', 'Cloud Engineer', 'UI Design']",['ML Engineer'],1,5,251,Not Placed,None,78,99,20 LPA,139,Female,['Web Development'],1
20CSE0205,Stacie Valenzuela,6.73,7,"['Business Management', 'Hardware Engineer']","['CSC Backend', 'Cloud Engineer', 'Cloud Engineer', 'System Design']",4,5,320,Placed,DREAM,82,64,90 LPA,128,Male,"['Data Analysis', 'Communication', 'Java', 'Machine Learning', 'C++']",7
20EEE0085,Patricia Buck,7.27,2,"['UI Design', 'System Design']","['CSC Frontend', 'VLSI', 'Chip Design', 'ML Engineer']",4,1,68,Placed,SUPER DREAM,78,95,60 LPA,98,Male,"['Machine Learning', 'Python']",6
20EEE0303,Julia Burns,8.16,5,['ML/AI'],"['VLSI', 'Cloud Engineer']",2,8,490,Placed,SUPER DREAM,96,99,80 LPA,135,Male,"['Web Development', 'Database Management', 'Data Analysis', 'Python', 'Communication']",10
20ECE0205,Katelyn Mendoza,7.41,7,"['UI Design', 'Robotics', 'Robotics']",['Chip Design'],1,5,25,Not Placed,None,76,74,4 LPA,149,Male,"['Database Management', 'Web Development', 'Machine Learning', 'C++', 'Communication']",2
20CSE0325,Amy Evans,9.51,8,['Chip Design'],"['VLSI', 'CSC Backend', 'System Design', 'ML Engineer']",4,6,475,Placed,DREAM,60,62,1 CR LPA,102,Male,"['Database Management', 'Communication', 'Java']",10
20EEE0202,John Lopez,6.46,6,"['Cloud Engineer', 'Robotics', 'Robotics']","['System Design', 'CSC Frontend', 'VLSI']",3,7,404,Not Placed,None,99,76,25 LPA,136,Female,"['Java', 'C++', 'Communication', 'Machine Learning', 'Python']",6
20CSE0319,Mr. Timothy Baker Jr.,9.94,8,"['Chip Design', 'UI Design', 'ML/AI']","['CSC Frontend', 'ML Engineer', 'Chip Design', 'Cloud Engineer']",4,9,398,Not Placed,None,75,89,15 LPA,133,Male,['Machine Learning'],1
20CSE0267,Lisa Francis,9.15,7,"['Robotics', 'Hardware Engineer']",['Chip Design'],1,6,302,Not Placed,None,99,65,80 LPA,133,Female,"['Machine Learning', 'Web Development', 'Python', 'Communication', 'Database Management']",7
20CSE0020,Rachel Swanson,9.51,2,"['ML/AI', 'ML Engineer', 'Chip Design']","['Chip Design', 'Cloud Engineer', 'ML Engineer', 'System Design']",4,3,489,Placed,SUPER DREAM,94,72,50 LPA,119,Female,"['Communication', 'Machine Learning', 'C++', 'Python']",5
20ECE0179,Heather Patrick,7.34,4,"['Software Engineer', 'Chip Design', 'Chip Design']","['CSC Frontend', 'Cloud Engineer']",2,8,186,Placed,REGULAR,88,63,80 LPA,131,Female,"['Database Management', 'Communication']",10
20CSE0305,David Hill,7.77,6,"['Hardware Engineer', 'Robotics']",['System Design'],1,8,33,Not Placed,None,82,62,25 LPA,115,Male,"['Java', 'Communication']",4
20EEE0077,Dean Wiggins,8.5,2,['UI Design'],['Chip Design'],1,2,251,Not Placed,None,70,82,4 LPA,119,Female,['Machine Learning'],4
20CSE0216,Anthony Powell,7.73,5,"['ML Engineer', 'Robotics', 'ML Engineer']","['CSC Backend', 'Chip Design', 'ML Engineer']",3,10,371,Placed,DREAM,80,86,6 LPA,109,Female,"['C++', 'Web Development', 'Database Management', 'Data Analysis']",9
20CSE0204,Greg Rios,9.19,7,['ML Engineer'],"['Cloud Engineer', 'ML Engineer', 'VLSI']",3,3,234,Not Placed,None,81,71,10 LPA,85,Female,['Python'],10
20ECE0105,Sean Cruz,9.82,5,"['Software Engineer', 'Hardware Engineer', 'Software Engineer']",['CSC Frontend'],1,4,436,Placed,SUPER DREAM,61,91,50 LPA,111,Female,"['Python', 'Web Development']",8
20EEE0052,Ryan Hubbard,6.69,6,['Chip Design'],"['CSC Backend', 'VLSI', 'Chip Design', 'ML Engineer']",4,4,384,Placed,SUPER DREAM,88,95,50 LPA,97,Female,['Data Analysis'],3
20CSE0115,Joseph White,9.89,4,"['Cloud Engineer', 'UI Design']","['CSC Backend', 'CSC Backend', 'System Design']",3,3,311,Placed,DREAM,85,79,1 CR LPA,146,Female,"['Data Analysis', 'Machine Learning', 'Python', 'Communication', 'C++']",8
20ECE0277,Laura Buckley,6.24,10,"['Chip Design', 'Chip Design']",['Chip Design'],1,7,177,Not Placed,None,65,69,70 LPA,109,Female,['Database Management'],4
20CSE0029,Peter Rodriguez,7.43,6,['UI Design'],"['CSC Backend', 'System Design']",2,1,410,Not Placed,None,74,84,8 LPA,89,Male,"['Web Development', 'Database Management', 'Communication', 'C++', 'Machine Learning']",7
20EEE0228,John Brown,6.67,8,['Software Engineer'],"['VLSI', 'VLSI']",2,0,63,Not Placed,None,76,93,70 LPA,139,Male,"['Web Development', 'Machine Learning', 'Python', 'Communication']",3
20CSE0009,Daniel Alexander DDS,6.02,10,"['System Design', 'Hardware Engineer']","['ML Engineer', 'System Design', 'ML Engineer']",3,10,498,Not Placed,None,92,68,60 LPA,126,Male,['Web Development'],10
20CSE0034,Dr. Michelle Espinoza DDS,7.75,4,"['Business Management', 'Hardware Engineer', 'Business Management']","['System Design', 'System Design', 'VLSI', 'CSC Backend']",4,9,225,Placed,REGULAR,91,84,20 LPA,145,Female,"['Web Development', 'Java', 'Database Management']",3
20CSE0236,Christopher Mendoza,6.59,6,"['System Design', 'Cloud Engineer']",['System Design'],1,8,214,Placed,REGULAR,82,90,25 LPA,126,Female,"['Machine Learning', 'C++', 'Database Management']",3
20EEE0166,Barbara Woods,9.93,7,"['Chip Design', 'Chip Design']","['CSC Frontend', 'VLSI']",2,9,385,Placed,SUPER DREAM,96,66,10 LPA,90,Female,"['Java', 'Database Management', 'Communication', 'Data Analysis']",3
20ECE0322,Heather Green,6.89,4,['Software Engineer'],"['ML Engineer', 'ML Engineer', 'Cloud Engineer']",3,9,385,Not Placed,None,93,70,20 LPA,111,Female,"['Database Management', 'Communication']",3
20CSE0199,Manuel Mcguire,8.72,8,['ML Engineer'],"['System Design', 'ML Engineer', 'CSC Frontend']",3,1,76,Not Placed,None,77,70,20 LPA,115,Female,"['Java', 'C++', 'Machine Learning', 'Database Management']",5
20EEE0101,Justin Thomas,7.53,3,"['ML/AI', 'ML Engineer', 'Robotics']","['System Design', 'CSC Backend']",2,7,87,Not Placed,None,73,99,60 LPA,120,Male,"['Communication', 'Java', 'C++']",8
20ECE0135,Kevin Bennett,6.66,6,"['ML/AI', 'Chip Design', 'Business Management']",['System Design'],1,4,184,Not Placed,None,93,92,80 LPA,149,Female,"['Communication', 'Data Analysis', 'Python', 'Machine Learning', 'Web Development']",4
20CSE0032,Rachel Cole,9.96,5,['Software Engineer'],['ML Engineer'],1,2,189,Placed,REGULAR,76,80,4 LPA,144,Female,"['Python', 'Communication', 'Machine Learning', 'C++', 'Data Analysis']",4
20EEE0137,Donna Preston,6.21,2,['Software Engineer'],"['VLSI', 'VLSI', 'VLSI']",3,8,166,Placed,REGULAR,78,85,10 LPA,110,Female,"['C++', 'Database Management']",10
20CSE0203,Michael Villarreal,9.91,9,['Robotics'],['VLSI'],1,0,364,Placed,REGULAR,78,76,10 LPA,148,Female,"['Java', 'Web Development']",8
20ECE0331,Joanne Soto,8.36,7,"['ML/AI', 'UI Design', 'Business Management']","['CSC Frontend', 'System Design', 'VLSI', 'CSC Backend']",4,1,54,Placed,REGULAR,84,85,4 LPA,107,Male,"['Web Development', 'Python', 'Machine Learning']",6
20EEE0194,Jesse Blevins,7.71,3,"['Cloud Engineer', 'UI Design', 'Cloud Engineer']","['Cloud Engineer', 'Chip Design', 'ML Engineer']",3,4,58,Placed,DREAM,98,82,40 LPA,95,Male,"['Machine Learning', 'Python', 'Java', 'Web Development', 'Data Analysis']",6
20EEE0300,Tracey Rollins,6.0,1,['Software Engineer'],"['VLSI', 'ML Engineer']",2,4,192,Placed,DREAM,60,87,20 LPA,85,Female,"['Database Management', 'C++', 'Machine Learning', 'Web Development']",2
20EEE0068,Jeremy Cross,6.12,5,['Robotics'],['Chip Design'],1,0,173,Not Placed,None,67,94,25 LPA,99,Male,"['C++', 'Python', 'Machine Learning']",5
20EEE0267,Casey Jacobson,6.61,8,"['System Design', 'Business Management']","['CSC Frontend', 'Cloud Engineer', 'Cloud Engineer']",3,10,90,Placed,REGULAR,89,97,90 LPA,131,Female,"['Database Management', 'Machine Learning', 'Java']",8
20CSE0228,Jennifer Robbins,7.66,8,['Chip Design'],"['Cloud Engineer', 'ML Engineer', 'Cloud Engineer', 'VLSI']",4,1,95,Placed,REGULAR,82,80,30 LPA,97,Female,"['Communication', 'Data Analysis', 'C++']",2
20EEE0118,Leah Alvarez,8.02,8,['Hardware Engineer'],"['ML Engineer', 'System Design']",2,5,451,Placed,SUPER DREAM,97,87,15 LPA,86,Female,"['Machine Learning', 'Web Development', 'C++', 'Python', 'Java']",3
20EEE0191,Scott Brooks,6.67,3,"['Software Engineer', 'Hardware Engineer']","['ML Engineer', 'Chip Design', 'System Design', 'VLSI']",4,9,439,Placed,DREAM,78,97,10 LPA,109,Male,"['Java', 'Python', 'Machine Learning', 'Data Analysis']",10
20ECE0318,Douglas Delgado,7.73,4,['UI Design'],"['Cloud Engineer', 'CSC Frontend', 'System Design', 'CSC Backend']",4,0,234,Placed,REGULAR,82,85,20 LPA,104,Male,"['Database Management', 'C++', 'Java']",10
20CSE0275,Kevin Riley,8.83,10,['UI Design'],"['Chip Design', 'CSC Backend']",2,0,400,Placed,DREAM,90,85,90 LPA,134,Male,"['Database Management', 'Communication', 'C++', 'Data Analysis', 'Python']",2
20ECE0002,Andrew Klein,9.94,2,"['Chip Design', 'Cloud Engineer']",['CSC Backend'],1,4,347,Not Placed,None,75,86,15 LPA,97,Male,"['C++', 'Machine Learning', 'Java']",10
20CSE0035,Victoria Beck,9.77,2,"['Chip Design', 'Software Engineer']",['System Design'],1,1,8,Not Placed,None,80,68,20 LPA,85,Male,['Web Development'],6
20ECE0332,Dalton Bryan,9.79,3,"['Business Management', 'ML Engineer']","['VLSI', 'ML Engineer']",2,3,208,Not Placed,None,62,98,1 CR LPA,92,Male,"['Machine Learning', 'Database Management', 'Web Development', 'Communication', 'Java']",8
20EEE0281,Alyssa Jones DVM,8.58,7,['Hardware Engineer'],['Cloud Engineer'],1,3,425,Placed,SUPER DREAM,80,62,70 LPA,139,Male,"['Database Management', 'Machine Learning', 'Communication', 'Java', 'Python']",5
20CSE0128,Linda Perkins,8.34,8,['UI Design'],"['Cloud Engineer', 'System Design']",2,5,379,Not Placed,None,77,66,6 LPA,106,Female,"['Machine Learning', 'Database Management']",8
20CSE0183,Brian Bennett,8.53,8,"['Hardware Engineer', 'Hardware Engineer', 'Cloud Engineer']","['CSC Frontend', 'Cloud Engineer', 'VLSI', 'Chip Design']",4,4,408,Not Placed,None,84,65,6 LPA,114,Male,['Machine Learning'],4
20CSE0106,David Hudson,8.99,7,"['Robotics', 'ML Engineer', 'ML/AI']","['VLSI', 'VLSI', 'CSC Frontend', 'Cloud Engineer']",4,2,27,Placed,SUPER DREAM,66,81,10 LPA,111,Male,"['Database Management', 'C++', 'Machine Learning']",6
20ECE0147,Elizabeth Mason,6.57,2,"['Cloud Engineer', 'Chip Design', 'Robotics']",['Cloud Engineer'],1,4,410,Not Placed,None,99,75,30 LPA,101,Female,['C++'],10
20ECE0211,Megan Calderon,6.09,7,"['Cloud Engineer', 'Hardware Engineer']","['Chip Design', 'Chip Design', 'System Design']",3,5,68,Not Placed,None,68,91,20 LPA,125,Male,"['Data Analysis', 'Python']",5
20ECE0048,Christian Andrade,9.01,9,"['Business Management', 'Chip Design', 'System Design']","['Chip Design', 'CSC Backend', 'System Design', 'VLSI']",4,2,85,Not Placed,None,64,84,70 LPA,87,Male,"['Python', 'Communication', 'Web Development', 'Java', 'Database Management']",4
20CSE0176,Kevin Gonzales,7.31,7,['Robotics'],"['Cloud Engineer', 'CSC Frontend', 'Chip Design', 'CSC Backend']",4,10,167,Not Placed,None,68,88,50 LPA,106,Female,['Machine Learning'],10
20ECE0292,Timothy Sanders,6.35,6,['ML/AI'],"['CSC Backend', 'Cloud Engineer', 'System Design', 'System Design']",4,1,332,Not Placed,None,78,98,40 LPA,116,Male,"['Java', 'Python', 'Database Management', 'C++']",6
20ECE0286,Michael Scott,6.63,4,"['UI Design', 'Hardware Engineer', 'ML Engineer']","['VLSI', 'ML Engineer', 'Chip Design', 'VLSI']",4,9,252,Not Placed,None,68,65,4 LPA,142,Male,"['Machine Learning', 'Web Development', 'Database Management', 'Communication']",10
20EEE0187,Cathy Rodriguez,9.34,8,"['Chip Design', 'System Design']",['System Design'],1,9,66,Not Placed,None,63,88,1 CR LPA,128,Female,"['C++', 'Python', 'Communication']",2
20CSE0143,Joseph Middleton,7.37,4,"['ML/AI', 'Robotics']","['Chip Design', 'System Design']",2,8,116,Not Placed,None,91,77,10 LPA,140,Female,"['Java', 'Database Management', 'Communication']",1
20ECE0116,Sara Jenkins,6.58,7,"['ML/AI', 'ML/AI']","['ML Engineer', 'VLSI', 'CSC Frontend']",3,4,343,Not Placed,None,89,82,20 LPA,104,Male,"['Database Management', 'Machine Learning', 'Web Development', 'Communication', 'Data Analysis']",10
20EEE0161,David Reeves,6.42,10,"['System Design', 'Cloud Engineer', 'Chip Design']","['ML Engineer', 'ML Engineer', 'ML Engineer']",3,5,315,Not Placed,None,66,87,15 LPA,147,Female,['Machine Learning'],3
20ECE0262,Terri Wright,9.4,7,['Software Engineer'],"['System Design', 'CSC Frontend', 'VLSI', 'CSC Frontend']",4,4,164,Not Placed,None,81,63,60 LPA,119,Male,['Python'],2
20EEE0031,Patricia Elliott,7.17,10,"['Hardware Engineer', 'Business Management', 'UI Design']","['System Design', 'CSC Frontend', 'ML Engineer']",3,1,97,Not Placed,None,94,93,40 LPA,96,Female,"['Machine Learning', 'Python', 'Data Analysis', 'Database Management']",7
20ECE0261,Albert Watson,8.27,4,['System Design'],"['Cloud Engineer', 'CSC Frontend', 'System Design']",3,3,134,Not Placed,None,99,73,8 LPA,120,Male,['Database Management'],8
20EEE0029,Ryan Hart,9.19,6,"['Business Management', 'Business Management']","['VLSI', 'Cloud Engineer']",2,4,269,Placed,DREAM,65,66,4 LPA,112,Female,"['Communication', 'Web Development', 'C++', 'Data Analysis']",10
20EEE0048,Katie Best,7.04,1,['Chip Design'],"['VLSI', 'VLSI', 'Cloud Engineer']",3,1,309,Not Placed,None,72,63,90 LPA,100,Male,"['Data Analysis', 'Database Management', 'Machine Learning', 'Python']",4
20ECE0201,Thomas Clark,6.12,7,['Robotics'],"['Cloud Engineer', 'System Design', 'Chip Design', 'Chip Design']",4,10,226,Not Placed,None,62,80,6 LPA,101,Female,"['Data Analysis', 'Web Development', 'Java']",2
20ECE0194,Carolyn Carter,6.53,10,['UI Design'],"['Cloud Engineer', 'System Design', 'CSC Backend', 'Cloud Engineer']",4,6,190,Placed,DREAM,87,66,1 CR LPA,119,Female,"['Data Analysis', 'C++', 'Database Management']",8
20EEE0237,Albert Crawford,9.69,6,"['System Design', 'Hardware Engineer', 'Cloud Engineer']","['VLSI', 'Cloud Engineer', 'Chip Design']",3,10,451,Not Placed,None,69,61,4 LPA,117,Female,"['Data Analysis', 'Database Management']",6
20ECE0072,Allen Moody,6.64,10,['Business Management'],['ML Engineer'],1,4,274,Not Placed,None,94,62,4 LPA,93,Male,"['C++', 'Machine Learning', 'Data Analysis']",3
20CSE0058,Kelly Davenport,6.77,3,"['Chip Design', 'UI Design', 'Business Management']","['Cloud Engineer', 'VLSI']",2,2,39,Not Placed,None,62,64,80 LPA,144,Female,['C++'],9
20EEE0240,David Cannon,8.84,5,['ML Engineer'],"['VLSI', 'CSC Frontend']",2,0,420,Not Placed,None,62,99,4 LPA,133,Female,"['Web Development', 'Python', 'Machine Learning', 'Communication', 'C++']",4
20EEE0120,Natalie Santos DVM,6.45,7,['ML Engineer'],['VLSI'],1,0,346,Not Placed,None,74,93,10 LPA,144,Female,"['Data Analysis', 'Java', 'Python', 'Database Management', 'Web Development']",4
20CSE0213,Carla Price,7.67,6,"['ML Engineer', 'System Design', 'ML/AI']","['CSC Frontend', 'VLSI']",2,1,68,Placed,REGULAR,89,87,1 CR LPA,81,Male,"['Communication', 'Machine Learning', 'C++', 'Java', 'Python']",6
20ECE0111,Stephanie Owens,9.72,3,"['ML Engineer', 'ML Engineer', 'ML Engineer']","['CSC Frontend', 'Chip Design']",2,3,179,Placed,DREAM,88,88,70 LPA,128,Female,"['Python', 'Database Management', 'C++', 'Web Development']",6
